locx,locy,state
5.408,4.939116,0
18.528,19.876705,0
3.498,17.593921,1
6.547,17.597583,0
5.824,1.692557,0
8.405,7.411115,1
16.667,8.971831,1
5.155,7.376324,0
8.192,13.917661,1
10.378,15.632191,1
19.353,9.573046,1
5.266,17.629933,0
16.692,17.597583,1
10.946,1.680960,0
10.207,13.210242,0
16.144,8.454237,0
7.357,15.643178,0
8.332,10.036927,0
18.372,4.723655,2
6.471,4.198126,0
15.970,14.219794,1
3.490,19.468368,1
2.618,2.561113,0
16.608,16.663717,0
8.454,11.575671,1
13.633,2.485427,1
12.995,13.852962,1
13.368,0.808741,1
13.763,19.369488,0
8.238,17.296670,1
14.956,1.992248,0
7.273,2.952971,0
19.268,16.497696,1
7.565,12.256233,0
16.013,6.712241,1
12.327,1.476485,0
8.653,15.424055,0
3.677,2.822352,0
14.872,16.664937,0
8.278,0.027467,0
2.305,1.008332,0
3.949,1.008942,0
13.070,14.498123,0
5.383,13.223060,1
0.200,1.832331,1
17.088,17.337565,0
9.122,14.435865,0
11.677,4.851833,0
7.299,14.030580,0
1.645,15.289163,1
15.159,12.353282,1
2.734,18.579058,1
1.437,17.615284,1
17.037,18.262276,0
16.066,8.357189,0
13.938,1.146275,1
3.713,5.305948,0
17.053,9.021271,0
11.126,1.864071,0
15.243,18.080386,1
11.379,3.859371,1
5.880,1.652882,0
18.161,19.177221,0
8.443,1.889706,0
13.233,7.896359,1
16.611,6.015809,0
0.168,13.564867,0
6.936,12.773827,2
7.511,6.226997,1
12.264,4.697409,1
14.468,17.838679,0
17.989,11.820429,0
2.274,0.684225,0
9.297,2.464064,1
4.336,9.432661,0
7.504,6.712851,0
18.300,17.447432,1
3.623,8.216803,1
13.150,7.979980,0
7.284,9.931944,0
14.476,10.872524,0
19.128,9.441206,0
1.028,5.391400,0
4.801,9.458907,0
15.687,19.821162,0
18.682,19.164403,1
3.970,8.434706,0
15.455,11.977294,0
3.207,16.484268,1
17.659,15.404523,0
15.498,13.810236,0
17.346,18.580279,0
7.590,7.717521,0
19.952,13.127232,0
10.794,15.731681,1
8.537,12.967315,0
4.061,8.862575,0
16.485,8.694723,1
13.348,6.002380,1
6.820,2.152776,0
10.404,10.079653,1
6.235,16.824244,0
4.089,6.595050,1
11.983,9.668874,0
7.357,15.171972,1
19.742,0.034791,1
13.034,14.728233,0
10.573,1.262856,0
1.500,12.917264,2
5.123,10.607624,1
13.423,0.444349,1
3.162,3.108615,1
10.645,0.894803,0
16.600,5.031892,1
18.363,16.691794,1
14.114,12.502823,0
11.726,1.813410,0
5.496,10.962859,1
19.966,1.895199,0
3.851,1.071200,0
11.195,12.337413,2
13.772,6.673788,0
10.993,15.043184,0
3.618,10.471511,0
17.906,4.419080,1
10.023,13.007599,0
8.990,3.256935,1
12.747,0.596942,2
18.510,19.123508,1
8.009,17.832575,0
2.933,1.877499,1
18.425,10.278024,0
15.342,12.956938,1
7.662,12.992340,2
2.368,7.035737,0
17.957,10.486770,1
6.814,16.697897,1
18.603,3.761711,0
9.047,0.736106,2
3.536,10.038148,0
10.309,6.719565,1
6.159,10.799890,0
11.075,8.431654,1
9.504,13.796197,1
7.563,8.825343,0
19.881,4.600360,1
19.546,9.104282,0
2.120,13.375042,0
12.563,14.570147,0
4.552,12.447890,0
7.686,17.841731,0
11.825,10.341502,1
1.935,10.091861,0
13.711,17.867977,0
12.494,0.913724,0
8.007,11.919919,0
7.834,17.441328,1
5.665,12.584002,0
18.881,3.355815,1
16.271,19.195532,1
13.337,8.404187,1
2.003,0.966826,0
6.308,9.041414,1
18.195,7.813349,0
10.330,10.836512,0
8.614,16.990875,0
17.937,13.262123,2
13.605,1.187780,0
19.902,7.487411,1
19.201,13.683889,0
12.257,7.807855,1
5.338,16.201056,0
15.234,7.330546,1
1.300,5.082553,0
17.237,18.542436,1
6.507,1.407514,0
6.989,9.388714,0
4.791,0.686056,0
6.958,15.482040,1
10.265,7.738884,1
11.205,19.066744,0
12.918,12.406995,1
0.762,15.374004,2
2.070,11.702628,0
19.684,16.975005,1
15.799,14.026307,0
4.884,16.774804,0
14.460,11.089206,1
12.882,0.259407,0
6.447,13.144932,1
16.598,7.629017,1
4.302,13.174841,0
15.301,16.432386,1
19.286,15.638295,1
10.855,5.345012,1
12.575,15.422224,2
13.377,9.694510,0
11.161,2.608112,1
9.428,9.375896,1
6.622,18.687094,0
15.878,19.769280,1
4.857,19.838862,0
12.547,6.295358,1
4.926,12.916654,0
16.782,13.226722,1
15.117,19.744255,0
13.042,7.378155,1
4.366,15.358745,0
0.679,7.312845,0
17.153,15.827509,0
12.985,18.674886,2
9.992,1.258583,2
10.660,6.280099,0
17.665,9.630421,2
2.827,3.593860,1
7.284,7.067476,1
18.701,10.212104,1
8.354,10.187689,0
3.045,17.977233,0
16.918,6.142155,1
18.558,16.352428,1
1.941,5.979186,0
8.275,17.677541,0
12.037,16.949980,0
1.158,12.934355,0
10.680,9.384442,1
13.957,18.640706,0
18.011,3.769036,1
12.492,5.507981,0
7.374,13.635060,1
5.476,9.478439,0
14.704,9.897153,1
13.999,15.768914,1
8.891,2.266305,1
9.801,16.550188,2
1.242,3.348491,0
5.461,12.884304,1
2.179,11.073946,1
9.625,1.539964,0
3.276,15.062105,1
10.394,17.324137,0
12.784,2.563555,0
0.007,11.535386,0
2.748,9.598682,2
3.936,17.187414,0
15.862,12.906888,0
7.515,1.603442,0
10.159,8.351695,0
3.242,17.030549,0
9.696,11.391949,1
11.861,9.872127,1
19.330,5.244301,0
0.368,19.194922,2
11.715,12.377087,0
10.045,5.103916,0
4.671,14.934538,0
17.668,17.636647,1
17.005,19.746086,1
2.996,6.779382,0
0.949,13.518479,0
5.681,4.252449,1
19.324,3.858760,0
4.712,17.671438,1
5.546,11.733757,0
3.524,7.712027,0
14.623,11.006195,1
13.900,8.923612,1
3.234,0.661641,0
1.780,4.779809,1
7.058,5.360881,0
8.116,17.631153,0
13.433,9.931944,1
7.889,4.148686,0
17.507,3.434553,0
0.409,16.915799,0
19.979,18.423414,0
14.042,2.763756,1
14.581,1.025422,1
18.459,18.505203,1
3.392,17.469405,0
7.566,14.656209,0
8.148,12.676778,0
6.214,7.811518,0
15.639,6.559038,1
3.822,12.263558,0
5.341,3.625599,0
8.042,11.509140,1
17.400,1.543016,0
1.588,0.264290,1
9.080,14.260689,0
15.356,17.612842,1
17.834,15.333720,1
0.953,1.905576,0
19.080,17.069613,1
15.770,8.055666,1
16.845,11.109958,0
3.712,17.827082,1
15.373,6.096377,0
4.728,3.766594,1
9.847,8.019044,0
16.246,17.391278,1
4.324,18.895230,0
19.650,2.251045,1
15.032,19.382916,2
14.923,2.512894,0
7.140,10.978118,0
16.573,7.665639,0
3.129,3.395489,0
13.983,3.987548,2
10.891,2.775353,0
9.289,13.398846,1
9.679,6.332591,1
15.931,10.315867,0
2.028,19.082614,0
10.988,17.147130,0
9.791,18.250679,0
4.427,9.035310,1
2.389,1.015656,0
18.397,8.495132,0
15.417,1.189611,1
19.675,0.546892,0
7.726,10.467849,2
18.420,8.992584,2
15.110,9.879452,0
16.317,4.443495,0
8.712,7.055269,0
17.282,4.733421,1
16.293,4.939726,2
3.818,18.339183,0
14.463,17.576830,0
12.167,11.432234,1
10.026,18.585772,1
9.367,9.193396,1
18.547,17.963805,0
5.359,12.002930,2
18.267,12.828761,1
3.253,17.144688,0
7.504,7.734001,1
0.881,6.638386,1
3.643,10.180364,0
6.769,11.834468,1
11.864,16.945097,0
3.640,15.386822,1
1.713,16.857814,1
2.595,1.236610,0
19.657,5.647145,1
1.064,13.229774,1
15.732,18.483230,0
7.691,12.987457,1
12.429,15.836055,0
7.242,17.663503,0
13.919,8.288217,0
8.688,8.208869,0
3.764,15.906858,0
9.569,8.771020,0
9.223,7.819452,0
19.778,7.843257,0
0.292,17.606128,0
17.881,1.806696,0
1.588,0.137944,0
3.103,11.474960,1
5.211,5.486007,1
16.101,12.270882,0
2.715,15.525376,1
11.651,8.663594,1
4.296,18.857387,0
16.376,13.487960,0
3.335,9.682913,1
14.638,2.768639,0
14.421,6.241035,0
15.718,6.684774,0
2.968,14.441969,0
5.407,7.280496,0
14.570,12.324595,1
15.146,3.570055,2
2.191,0.957060,0
11.814,14.645222,1
19.355,17.410810,1
1.326,1.411786,0
17.407,15.420392,1
9.121,17.595141,1
15.032,9.375286,0
10.713,10.614948,1
18.102,7.252419,0
15.384,2.977386,0
18.014,8.116703,1
16.187,14.798425,0
6.620,9.817804,0
9.345,18.080386,0
15.890,2.510453,1
16.200,3.376568,0
0.424,13.617969,0
10.823,9.461959,2
10.939,19.863887,2
6.412,16.635029,0
16.861,12.001099,0
3.604,14.279000,0
6.143,7.864010,0
13.833,3.306986,1
0.430,19.361553,1
0.834,4.113285,0
13.709,9.038362,1
13.464,10.656453,0
12.548,1.842708,0
12.905,1.302530,1
6.077,7.701651,0
7.436,7.051607,1
3.809,0.546281,0
17.848,7.766961,0
9.442,9.411908,1
6.656,17.045198,0
8.760,7.226173,1
14.227,6.336253,1
19.767,12.922758,1
14.940,8.951689,0
3.159,12.497330,1
16.522,14.579302,0
1.295,14.636677,1
15.657,14.927213,2
3.744,6.538285,0
13.026,11.131932,0
7.575,5.558031,0
0.871,3.544420,0
10.497,12.294076,1
6.236,14.526200,0
4.966,0.747703,1
2.982,4.874416,0
11.409,11.178320,1
15.738,14.514603,2
18.659,1.273232,0
8.863,8.062380,0
9.749,1.275674,1
3.601,15.903806,0
1.189,8.665426,1
16.503,11.404767,0
13.828,8.048952,0
2.271,14.877773,0
3.457,11.866817,1
14.147,4.931181,1
9.261,7.538072,0
4.954,7.829218,0
8.239,6.689657,1
1.938,5.479904,0
13.739,2.064882,1
18.514,12.686544,0
6.204,7.766961,0
16.057,4.275643,1
14.288,8.435926,0
18.857,2.739952,0
14.430,13.005158,0
15.361,7.008271,0
7.042,18.646199,1
8.828,12.974639,1
17.419,0.537126,0
10.529,6.412549,1
19.502,13.080844,2
18.599,18.894009,0
10.614,18.178655,1
15.696,7.342753,0
15.304,6.219672,0
8.556,7.848140,1
6.412,5.374920,0
2.600,4.354991,0
1.487,4.841456,0
14.696,2.866909,0
2.683,7.660146,1
17.218,11.781976,0
18.254,18.724326,0
16.513,18.982513,1
13.782,3.607898,1
18.909,6.312449,0
11.243,3.847163,1
7.390,12.059084,0
4.067,4.282968,2
2.054,2.069155,1
6.286,18.101138,0
7.491,0.122074,1
3.916,5.197302,0
0.196,18.188421,2
6.682,9.482711,0
19.150,17.188025,1
8.237,10.761437,1
12.683,18.894620,0
12.958,16.804102,0
4.761,19.585559,0
17.491,11.238136,1
13.804,6.081118,1
5.134,2.890713,0
7.171,4.791406,1
1.201,12.194586,0
4.435,4.390393,1
7.491,0.291147,1
12.569,2.755821,1
3.974,16.457411,0
6.175,18.787194,1
15.838,9.472945,0
15.876,19.730216,0
14.009,18.563189,1
17.992,4.638813,0
7.272,9.530931,1
8.637,14.592730,0
14.119,11.714835,1
15.356,10.295114,1
12.450,1.387371,0
9.413,7.682119,0
15.245,7.231056,0
11.887,12.164068,1
10.349,3.498032,1
16.666,2.121036,0
12.470,6.502884,0
3.491,2.290109,0
5.538,0.051881,0
4.157,17.647633,0
3.537,5.445112,0
15.005,8.435316,0
7.938,1.676077,0
18.831,16.939604,1
9.862,11.448714,1
9.331,6.653035,0
15.089,18.640095,0
1.210,4.446547,0
0.050,12.834864,1
19.083,6.369823,0
16.916,6.555376,2
8.283,17.715384,1
15.915,0.808741,0
0.723,7.959838,0
2.998,4.583270,1
18.900,11.218604,0
0.988,3.912473,2
11.207,12.827540,2
12.326,6.134831,0
1.653,12.685324,0
11.540,14.976043,1
7.120,5.981017,0
5.576,2.073428,0
5.282,11.925413,1
10.094,10.573443,0
6.319,11.115452,1
19.873,16.420789,1
11.547,2.158879,0
1.439,2.973113,0
12.075,18.184149,0
6.051,14.557329,1
10.636,13.846858,1
11.151,4.594867,0
19.710,3.483993,1
8.427,3.927122,0
19.046,1.014435,1
6.601,4.958037,0
5.741,2.229682,1
7.061,7.240822,0
19.973,0.084231,2
0.479,0.137944,2
19.521,13.631397,0
2.524,8.177129,0
6.207,1.201209,1
16.805,14.719687,0
17.375,18.475295,0
3.162,9.587085,0
5.524,12.060305,2
19.441,16.247444,0
19.247,9.199499,0
14.862,4.199347,1
8.569,14.237495,1
3.116,2.180853,1
7.835,12.472915,1
13.319,17.818537,0
19.254,12.015137,1
6.934,19.348125,1
10.235,4.275033,0
18.802,5.031892,0
7.642,13.713187,0
10.393,15.897092,1
2.079,17.471236,0
13.416,17.413251,0
5.346,5.512253,0
11.898,5.749687,0
14.180,1.891537,0
0.871,4.221320,0
3.413,17.787408,0
9.781,5.555589,2
1.668,16.912137,0
8.748,5.608081,0
12.718,3.932615,1
5.810,4.144414,0
15.633,16.527604,0
13.261,18.319651,1
6.850,11.691641,0
11.214,4.478286,0
17.265,6.933805,0
6.525,13.898740,0
7.508,6.980804,0
15.188,18.107242,0
14.494,16.605731,1
6.325,9.388714,0
12.392,10.224921,1
15.916,12.118900,1
1.133,18.871426,1
8.372,10.536821,1
5.585,5.178381,1
14.086,8.594623,1
18.515,6.994842,0
1.082,7.497177,1
10.457,0.258187,1
8.900,16.563005,0
19.637,1.752373,2
2.827,3.032929,1
5.043,2.369457,1
16.600,16.448866,0
15.799,11.509751,1
1.715,13.221839,2
19.943,3.233741,0
11.469,17.031159,0
5.745,4.801782,0
17.843,0.655538,0
18.703,18.218329,1
9.362,4.891507,2
7.302,15.409406,1
8.070,0.147710,0
0.716,17.662282,1
13.713,6.374096,0
11.525,19.938963,1
13.284,16.931669,0
6.609,10.707114,0
4.048,2.030091,0
19.332,7.898190,1
8.160,17.366863,2
6.128,1.624195,0
7.011,13.578295,0
0.646,4.278085,0
13.432,12.142705,1
8.537,18.641926,0
9.869,3.352763,1
16.044,4.626606,0
10.658,11.979736,1
15.503,15.273293,0
16.534,6.260567,0
0.882,2.630085,1
19.482,15.832392,1
16.487,4.146245,1
6.075,14.231391,0
11.950,10.190130,0
17.403,11.593371,1
6.639,3.330790,0
13.738,13.171789,1
16.605,10.000916,0
2.041,9.298379,0
7.185,15.165868,0
14.457,12.419813,0
4.411,0.628681,1
15.900,6.825159,0
8.316,17.589648,1
8.872,6.695761,0
1.288,14.090396,1
13.633,8.099612,0
14.585,7.965331,0
11.844,10.556352,0
6.141,5.928526,0
11.813,13.798029,1
12.788,19.412824,0
3.471,5.348064,1
10.009,17.794733,0
1.193,4.550310,1
2.365,9.631031,0
2.604,18.660848,0
17.704,12.521744,1
1.475,16.643574,0
8.285,2.232734,0
2.861,16.278573,0
11.947,1.705374,1
18.574,10.223090,1
16.434,0.568255,0
11.145,6.635945,0
0.015,5.783868,0
4.382,10.000305,0
11.513,14.054384,0
8.657,17.768487,0
2.879,6.610309,2
19.039,18.449660,0
17.423,17.003693,1
14.413,6.767174,1
6.843,12.537004,1
15.693,1.516160,1
0.157,19.951170,0
11.261,1.732231,0
17.687,15.990478,0
7.768,6.817225,1
13.193,13.483077,1
14.394,16.224860,0
17.307,3.548692,1
18.730,14.346141,0
5.378,4.566179,0
2.366,16.218757,0
2.853,18.522904,0
14.352,19.673452,1
11.328,5.373699,2
10.612,19.558092,1
8.377,16.031373,2
17.481,9.652394,0
4.311,14.614704,0
7.455,7.906125,0
8.963,10.580767,2
5.299,10.621052,2
11.642,11.362651,0
12.630,11.202124,0
7.376,16.143071,0
9.098,9.105502,0
12.571,1.381878,0
18.297,4.609516,0
3.201,18.732261,2
16.532,5.022736,0
18.675,15.957518,0
12.552,17.974181,2
4.479,1.485641,1
16.396,17.384564,0
16.747,3.222144,0
5.451,17.773980,0
1.854,2.240059,1
5.883,2.498856,0
14.190,11.985839,1
17.519,1.572924,0
5.210,3.609119,0
0.354,4.674825,0
6.906,8.061159,0
10.768,4.977569,0
2.812,15.563829,0
5.602,19.426252,1
9.682,3.095187,0
2.212,1.082797,0
2.947,10.507523,2
12.618,9.170812,0
9.090,15.895260,0
19.885,12.433241,0
18.065,10.856655,1
14.854,11.439558,0
18.870,6.255684,0
1.351,15.468612,1
11.418,9.118320,0
7.993,19.574572,0
17.821,1.289102,0
14.727,17.484054,1
6.204,0.467544,2
12.214,15.933714,1
10.197,14.253975,0
2.194,6.078066,0
17.204,7.826777,1
16.953,17.595141,0
8.593,15.880612,0
6.012,11.108127,2
4.923,19.442732,1
8.174,14.557939,0
19.337,18.200629,0
17.040,19.142430,0
12.235,18.962981,1
18.133,0.449232,1
10.380,10.874966,2
5.745,0.414441,0
3.518,8.019654,1
17.640,15.722526,0
1.687,10.023499,1
15.726,8.275399,0
6.297,1.301309,0
10.832,3.363140,0
18.130,19.550768,1
19.720,11.147191,0
15.385,14.134953,0
12.431,17.093417,1
4.874,4.973296,1
18.127,16.975005,0
19.523,2.562334,0
7.515,2.069765,1
5.271,19.754021,2
0.019,10.180975,2
10.521,15.919065,1
13.782,8.094729,0
1.248,4.119999,0
6.659,1.118809,1
14.899,1.911679,0
6.311,15.310526,0
16.203,16.402478,0
17.515,8.024537,0
8.027,4.196905,0
4.837,12.409436,1
0.389,16.853542,2
18.777,11.470687,0
10.765,12.460707,1
3.510,7.332377,0
18.808,3.983886,0
14.369,1.318400,1
8.604,4.990997,1
3.161,10.476394,0
1.600,3.383892,0
19.473,16.174810,0
13.309,3.764763,1
6.070,10.393384,0
16.938,9.057283,0
16.532,15.338603,1
7.055,2.017273,1
13.229,1.994690,0
6.413,17.243568,0
13.778,3.259377,0
9.073,4.325694,1
4.110,7.257302,1
2.928,12.750633,0
6.242,6.489456,0
4.784,19.186987,0
18.929,8.420667,0
11.087,7.782220,0
19.268,3.135472,0
17.449,4.091311,1
3.414,13.696097,1
10.086,13.263344,0
14.529,4.812159,0
2.297,3.106784,0
16.067,15.466170,0
19.105,2.671590,0
18.549,11.096530,0
3.181,16.953642,0
17.932,0.988800,0
5.197,8.363903,1
13.710,16.479385,0
11.703,5.580615,0
4.860,15.602893,0
13.678,10.404370,1
11.772,9.819025,0
8.866,3.249001,1
2.275,18.425245,1
1.022,17.892392,1
9.890,6.295358,0
9.209,6.104923,0
2.440,10.560015,0
10.246,2.791223,0
9.127,11.861934,0
7.450,12.261116,0
4.220,15.799432,0
8.801,6.258126,1
15.467,0.198370,1
7.627,14.373608,0
15.353,13.825495,0
8.969,17.466964,2
3.339,2.166814,0
14.734,4.718162,1
17.209,5.915098,0
10.749,4.940947,1
1.625,7.760857,1
8.868,12.773827,1
12.059,13.142491,0
7.242,0.381481,1
2.177,0.559709,1
1.867,15.294046,1
12.843,7.082736,1
12.555,14.992523,0
10.837,4.684591,0
16.448,18.889737,0
15.433,13.014924,1
12.181,8.310190,1
0.946,4.247566,1
7.851,15.106052,0
13.395,5.622730,0
15.890,9.532151,0
9.366,15.307474,0
7.979,8.000122,0
15.261,17.202673,0
13.128,11.344951,0
14.991,10.320750,0
12.040,14.219794,0
4.293,18.361156,0
10.898,16.251717,0
19.765,15.098117,0
7.682,15.579699,0
0.747,11.222877,0
14.155,15.400250,0
12.196,18.253121,1
6.639,4.143193,0
6.638,15.132298,1
8.698,19.912107,0
13.373,13.158361,0
18.872,19.797967,0
13.008,4.853053,1
6.559,4.709616,0
5.483,12.399670,0
9.205,0.332652,0
9.690,1.278115,0
13.891,4.845119,0
2.822,14.724570,1
16.470,4.019288,0
17.574,14.626911,0
1.363,4.327525,1
5.314,4.499649,1
15.146,4.687033,1
3.372,0.150151,2
17.050,17.453536,1
14.530,3.662832,1
19.499,19.304178,0
16.888,6.335032,0
1.818,2.629475,0
12.193,16.176031,0
10.223,8.052004,0
10.775,15.605945,0
7.225,8.708151,1
1.204,4.975738,0
3.580,6.907559,0
2.809,17.528001,1
15.901,13.809626,1
9.156,1.431318,1
3.046,12.718894,1
0.650,14.510941,0
4.444,16.652730,0
14.344,7.295145,0
13.441,0.781274,0
9.110,0.011597,2
8.813,0.382092,2
14.286,9.154332,1
17.579,14.922330,2
19.917,9.239174,0
12.212,8.899197,0
16.735,5.387127,0
15.405,10.071108,0
3.978,2.352367,0
15.486,15.685293,0
13.198,5.614795,1
5.636,7.343974,0
6.154,0.171514,1
10.009,5.131993,1
14.951,2.652058,0
9.901,1.618091,0
2.514,12.373424,0
13.075,6.372265,2
11.551,16.965850,0
19.383,1.610767,1
0.108,18.198187,1
5.791,19.604480,1
11.858,13.621632,1
3.958,2.459181,1
19.232,19.653920,0
13.464,14.920499,1
7.542,11.742302,0
3.837,10.795007,1
18.189,7.215796,0
8.493,3.639027,0
19.108,6.458937,0
3.708,2.326121,1
0.560,18.032777,0
15.762,2.126530,1
4.405,3.363750,0
9.370,11.913205,0
4.968,6.629231,0
0.526,8.131352,0
9.645,5.462813,1
6.883,16.147343,0
17.343,8.106937,2
18.806,9.607227,1
2.916,12.631001,0
4.201,8.427992,0
5.686,13.851131,1
10.275,6.045106,2
10.200,13.563646,0
15.317,6.543779,0
17.337,19.730827,1
13.656,2.299265,0
13.887,10.229194,1
6.902,12.747581,2
18.741,6.801965,1
4.604,14.916227,1
13.793,14.824061,1
7.445,6.335032,1
17.712,14.514603,1
16.103,10.960417,1
10.672,19.224219,0
18.898,8.724631,1
8.200,6.410718,0
1.353,19.348125,0
12.235,16.939604,0
10.807,1.033357,1
17.554,8.329722,0
19.164,14.669027,0
1.662,17.566454,0
16.963,14.158147,0
16.292,19.113132,1
1.840,13.517258,1
8.623,13.740043,1
14.538,11.348613,0
10.362,13.803522,1
5.579,3.321635,0
2.789,0.588397,0
5.725,3.291116,0
15.912,19.352397,1
3.356,3.669546,0
9.847,7.685781,0
1.881,15.683462,0
16.550,2.820521,1
0.318,0.137333,1
10.021,3.505356,1
10.163,9.313639,0
3.116,12.081668,0
11.672,10.620441,1
19.083,12.372204,0
2.676,12.637715,1
15.944,9.024934,0
3.076,4.156011,1
11.868,3.916135,0
8.108,6.858730,0
9.627,15.259865,1
13.533,12.256844,0
8.295,15.026093,1
5.869,3.505356,0
0.286,10.317087,0
0.776,12.735374,0
1.877,4.301279,1
2.739,14.507889,1
15.331,2.353587,0
9.163,6.034120,1
10.741,19.007538,1
12.003,14.777062,1
5.731,11.355937,1
0.065,4.054689,0
11.137,14.525590,0
15.092,17.285073,0
0.778,4.839625,2
4.760,11.481674,1
13.464,6.308786,0
5.725,0.637226,1
5.349,6.057924,2
19.820,19.614246,0
0.773,14.334544,0
16.551,9.159825,0
19.681,14.700766,0
5.001,12.694479,1
9.795,0.055544,0
8.284,5.467696,0
1.624,0.097659,1
3.641,6.732994,1
14.449,15.858028,0
1.351,15.549791,0
11.418,6.926481,2
5.539,0.840480,2
11.859,7.007050,1
10.028,6.342967,0
18.953,13.408612,0
12.357,1.052278,0
10.871,6.108585,0
19.083,15.814081,0
13.533,2.016663,0
5.502,16.659444,2
3.066,0.053713,1
2.910,15.534532,0
16.146,2.678304,0
16.523,9.032868,1
16.282,9.480880,0
7.183,5.760063,0
14.230,8.477432,0
19.996,12.957549,1
10.618,0.720237,1
12.983,3.008515,0
18.931,3.856929,0
8.919,10.454421,0
16.963,10.254219,1
3.445,0.138554,0
4.879,5.323038,0
12.602,17.114170,1
18.002,1.663259,1
12.900,18.927580,0
12.447,14.648885,0
17.055,0.918607,1
11.737,15.087741,1
18.511,15.147557,0
12.517,4.575945,1
7.880,13.577685,0
17.498,9.172643,0
14.418,16.147954,0
13.748,17.018342,0
15.664,14.347972,0
4.463,15.525987,0
8.374,10.928678,0
12.340,13.765679,2
3.865,6.367382,0
2.672,5.669729,1
0.893,12.721946,2
4.301,19.686270,0
19.208,5.482345,0
16.542,10.494705,2
6.882,14.069033,0
0.211,18.429518,2
4.569,1.573534,0
0.882,12.211066,0
19.787,14.397412,1
2.489,0.631123,0
14.374,12.385632,1
19.412,8.803980,0
18.231,0.101321,0
5.158,4.613788,0
12.480,9.855647,0
5.773,10.984222,0
15.158,17.117832,0
16.108,9.591357,1
12.575,18.939787,1
7.050,11.645253,0
9.469,16.005127,2
1.869,1.371502,1
1.063,8.943144,1
9.781,7.810297,0
0.168,9.521165,0
14.868,10.560625,0
2.454,17.347331,1
8.474,15.093234,1
2.999,2.702109,0
3.200,3.263649,1
7.260,6.136662,0
16.628,14.643391,0
9.584,15.441145,2
2.893,4.291513,0
2.378,10.630818,1
0.239,12.605365,0
9.071,17.562792,1
12.670,12.859890,0
3.989,0.806909,0
13.827,12.069460,0
12.269,16.406140,0
11.220,10.795007,0
12.940,15.134739,1
18.940,17.523118,0
18.290,16.899930,2
16.961,3.236183,0
12.644,6.895962,0
5.180,11.807611,0
3.690,14.141057,1
10.303,11.838740,0
9.461,3.021332,1
13.711,5.568407,0
14.110,18.473464,1
18.420,0.477309,1
15.597,15.414289,0
3.278,19.210791,0
18.416,13.065584,1
2.508,13.448897,1
14.488,4.776757,0
18.724,17.349162,1
5.338,3.987548,1
7.558,6.175726,1
8.695,16.943266,1
2.002,15.763421,0
2.616,2.793054,0
14.615,8.409680,2
10.293,11.703848,0
5.692,0.852077,0
18.634,1.593066,0
15.549,19.932859,2
13.763,4.134648,0
9.020,1.583300,0
6.563,0.636006,1
10.318,18.762169,0
11.379,18.427686,1
16.367,13.950621,0
11.006,8.385266,1
6.734,1.854305,0
11.101,14.212470,0
18.291,17.922300,0
17.130,14.098331,0
2.727,18.306223,0
16.970,5.392010,0
15.038,6.897794,1
2.315,12.904447,1
11.114,15.057833,0
11.988,11.467025,1
2.561,9.661550,1
10.290,3.380840,1
6.863,15.098117,0
3.520,1.363567,0
1.033,4.832301,0
7.776,17.636036,1
16.858,8.166143,0
11.177,9.762871,0
5.867,7.819452,1
3.622,3.880734,1
12.164,13.954283,1
17.210,5.927915,2
1.223,10.273751,0
10.452,1.511887,0
2.795,17.811823,0
19.399,15.032807,0
16.034,12.043825,1
8.802,8.688620,0
14.980,18.947111,0
6.445,11.990722,0
2.514,5.625172,0
13.760,2.409131,1
10.923,11.132542,1
15.860,7.780389,0
17.177,13.116855,1
4.110,11.091037,0
11.075,15.906858,0
14.358,8.277230,0
4.352,15.671865,1
13.968,19.649037,1
18.898,8.276620,2
0.745,5.578784,2
2.199,15.453352,0
6.926,7.070528,0
8.129,14.922330,2
11.310,1.834773,0
11.223,10.082705,0
12.694,16.498917,1
12.546,4.898221,1
7.714,5.573290,0
5.292,19.600208,0
6.234,17.805109,1
18.235,12.839747,2
7.385,0.529801,0
5.152,5.909604,0
9.409,2.670370,1
18.354,14.661092,0
16.405,6.977752,0
14.439,4.738304,0
15.118,12.165899,0
10.399,15.763421,1
4.898,15.551012,0
18.201,10.086367,0
13.937,16.823634,0
15.972,11.734977,0
4.928,13.577074,0
3.909,11.180761,1
3.262,9.221473,0
3.042,1.554613,0
10.886,3.903317,0
4.974,1.929380,0
18.951,9.059114,0
10.717,13.298135,2
2.376,16.226081,0
6.762,2.873012,0
9.456,0.735496,0
16.501,2.334056,0
9.615,10.916471,2
15.113,15.639515,1
12.475,3.426618,0
6.068,2.036195,0
1.315,15.350810,0
7.348,9.894711,1
14.086,13.666799,1
5.523,6.979583,0
15.079,12.737205,1
5.797,2.798547,1
10.389,0.420545,1
16.169,8.645283,0
10.288,3.445540,0
13.804,10.956755,0
11.644,12.668233,1
11.772,3.624989,1
3.495,18.834803,0
14.248,14.872890,1
8.919,19.479354,1
18.328,14.324778,0
6.314,7.578356,0
10.557,15.903806,1
3.221,2.590411,0
16.325,2.164983,0
5.809,14.497513,0
10.224,5.709403,0
17.147,1.486251,0
5.515,13.285928,0
7.389,11.884518,0
10.822,8.211921,0
9.012,10.976897,0
12.174,16.749779,0
0.193,3.334452,0
8.522,14.040956,1
9.503,11.272927,1
18.868,15.245216,0
4.987,0.070803,0
9.106,7.492294,0
0.810,10.567949,0
16.724,8.288217,0
